Continent,Subregion,Country,Year,Period,Medium,High,Low
Asia,South-Eastern Asia,Lao People's Democratic Republic,1978,past,3168838,3168838,3168838
Asia,South-Eastern Asia,Malaysia,1978,past,13122833,13122833,13122833
Asia,South-Eastern Asia,Myanmar,1978,past,32748782,32748782,32748782
Asia,South-Eastern Asia,Philippines,1978,past,44838485,44838485,44838485
Asia,South-Eastern Asia,Singapore,1978,past,2341401,2341401,2341401
Asia,South-Eastern Asia,Thailand,1978,past,45413082,45413082,45413082
Asia,South-Eastern Asia,Timor-Leste,1978,past,610048,610048,610048
Asia,South-Eastern Asia,Viet Nam,1978,past,51959021,51959021,51959021
Asia,Western Asia,Armenia,1978,past,2997419,2997419,2997419
Asia,Western Asia,Azerbaijan,1978,past,5957927,5957927,5957927
Asia,Western Asia,Bahrain,1978,past,323468,323468,323468
Asia,Western Asia,Cyprus,1978,past,673253,673253,673253
Asia,Western Asia,Georgia,1978,past,4955517,4955517,4955517
Asia,Western Asia,Iraq,1978,past,12860678,12860678,12860678
Asia,Western Asia,Israel,1978,past,3552297,3552297,3552297
Asia,Western Asia,Jordan,1978,past,2237936,2237936,2237936
Asia,Western Asia,Kuwait,1978,past,1224063,1224063,1224063
Asia,Western Asia,Lebanon,1978,past,2597202,2597202,2597202
Asia,Western Asia,Oman,1978,past,1032797,1032797,1032797
Asia,Western Asia,Qatar,1978,past,191947,191947,191947
Asia,Western Asia,Saudi Arabia,1978,past,8646845,8646845,8646845
Asia,Western Asia,State of Palestine,1978,past,1434992,1434992,1434992
Asia,Western Asia,Syrian Arab Republic,1978,past,8336421,8336421,8336421
Asia,Western Asia,Turkey,1978,past,42039983,42039983,42039983
Asia,Western Asia,United Arab Emirates,1978,past,835498,835498,835498
Asia,Western Asia,Yemen,1978,past,7414167,7414167,7414167
Europe,Eastern Europe,Belarus,1978,past,9441415,9441415,9441415
Europe,Eastern Europe,Bulgaria,1978,past,8828030,8828030,8828030
Europe,Eastern Europe,Czechia,1978,past,10262918,10262918,10262918
Europe,Eastern Europe,Hungary,1978,past,10693327,10693327,10693327
Europe,Eastern Europe,Poland,1978,past,34885808,34885808,34885808
Europe,Eastern Europe,Republic of Moldova,1978,past,3943330,3943330,3943330
Europe,Eastern Europe,Romania,1978,past,22285505,22285505,22285505
Europe,Eastern Europe,Russian Federation,1978,past,136259824,136259824,136259824
Europe,Eastern Europe,Slovakia,1978,past,4903206,4903206,4903206
Europe,Eastern Europe,Ukraine,1978,past,49523304,49523304,49523304
Europe,Northern Europe,Channel Islands,1978,past,127395,127395,127395
Europe,Northern Europe,Denmark,1978,past,5109693,5109693,5109693
Europe,Northern Europe,Estonia,1978,past,1454266,1454266,1454266
Europe,Northern Europe,Faroe Islands,1978,past,42539,42539,42539
Europe,Northern Europe,Finland,1978,past,4758256,4758256,4758256
Europe,Northern Europe,Iceland,1978,past,224146,224146,224146
Europe,Northern Europe,Ireland,1978,past,3294158,3294158,3294158
Europe,Northern Europe,Isle of Man,1978,past,62260,62260,62260
Europe,Northern Europe,Latvia,1978,past,2502518,2502518,2502518
Europe,Northern Europe,Lithuania,1978,past,3379794,3379794,3379794
Europe,Northern Europe,Norway,1978,past,4059186,4059186,4059186
Europe,Northern Europe,Sweden,1978,past,8277422,8277422,8277422
Europe,Northern Europe,United Kingdom,1978,past,56205910,56205910,56205910
Europe,Southern Europe,Albania,1978,past,2572852,2572852,2572852
Europe,Southern Europe,Andorra,1978,past,33744,33744,33744
Europe,Southern Europe,Bosnia and Herzegovina,1978,past,4100355,4100355,4100355
Europe,Southern Europe,Croatia,1978,past,4555413,4555413,4555413
Europe,Southern Europe,Gibraltar,1978,past,30224,30224,30224
Europe,Southern Europe,Greece,1978,past,9388720,9388720,9388720
Europe,Southern Europe,Holy See,1978,past,725,725,725
Europe,Southern Europe,Italy,1978,past,55988983,55988983,55988983
Europe,Southern Europe,Malta,1978,past,326984,326984,326984
Europe,Southern Europe,Montenegro,1978,past,570060,570060,570060
Europe,Southern Europe,Portugal,1978,past,9552609,9552609,9552609
Europe,Southern Europe,San Marino,1978,past,20764,20764,20764
Europe,Southern Europe,Serbia,1978,past,8746979,8746979,8746979
Europe,Southern Europe,Slovenia,1978,past,1795643,1795643,1795643
Europe,Southern Europe,Spain,1978,past,37040401,37040401,37040401
Europe,Southern Europe,North Macedonia,1978,past,1877690,1877690,1877690
Europe,Western Europe,Austria,1978,past,7627762,7627762,7627762
Europe,Western Europe,Belgium,1978,past,9836812,9836812,9836812
Europe,Western Europe,France,1978,past,53423112,53423112,53423112
Europe,Western Europe,Germany,1978,past,78573588,78573588,78573588
Europe,Western Europe,Liechtenstein,1978,past,24968,24968,24968
Europe,Western Europe,Luxembourg,1978,past,361080,361080,361080
Europe,Western Europe,Monaco,1978,past,26090,26090,26090
Europe,Western Europe,Netherlands,1978,past,13984050,13984050,13984050
Europe,Western Europe,Switzerland,1978,past,6302042,6302042,6302042
America,Caribbean,Anguilla,1978,past,7285,7285,7285
America,Caribbean,Antigua and Barbuda,1978,past,62038,62038,62038
America,Caribbean,Aruba,1978,past,60102,60102,60102
America,Caribbean,Bahamas,1978,past,201482,201482,201482
America,Caribbean,Barbados,1978,past,250200,250200,250200
America,Caribbean,British Virgin Islands,1978,past,11041,11041,11041
America,Caribbean,Bonaire; Sint Eustatius and Saba,1978,past,11105,11105,11105
America,Caribbean,Cayman Islands,1978,past,14681,14681,14681
America,Caribbean,Cuba,1978,past,9724044,9724044,9724044
America,Caribbean,Curaçao,1978,past,148942,148942,148942
America,Caribbean,Dominica,1978,past,74280,74280,74280
America,Caribbean,Dominican Republic,1978,past,5539596,5539596,5539596
America,Caribbean,Grenada,1978,past,89104,89104,89104
America,Caribbean,Guadeloupe,1978,past,333919,333919,333919
America,Caribbean,Haiti,1978,past,5404020,5404020,5404020
America,Caribbean,Jamaica,1978,past,2105903,2105903,2105903
America,Caribbean,Martinique,1978,past,325296,325296,325296
America,Caribbean,Montserrat,1978,past,11675,11675,11675
America,Caribbean,Puerto Rico,1978,past,2996840,2996840,2996840
America,Caribbean,Saint Kitts and Nevis,1978,past,43703,43703,43703
America,Caribbean,Saint Lucia,1978,past,114398,114398,114398
America,Caribbean,Saint Vincent and the Grenadines,1978,past,98688,98688,98688
America,Caribbean,Sint Maarten (Dutch part),1978,past,11481,11481,11481
America,Caribbean,Trinidad and Tobago,1978,past,1053560,1053560,1053560
America,Caribbean,Turks and Caicos Islands,1978,past,7380,7380,7380
America,Caribbean,United States Virgin Islands,1978,past,95067,95067,95067
America,Central America,Belize,1978,past,138975,138975,138975
America,Central America,Costa Rica,1978,past,2264942,2264942,2264942
America,Central America,El Salvador,1978,past,4426679,4426679,4426679
America,Central America,Guatemala,1978,past,6933909,6933909,6933909
America,Central America,Honduras,1978,past,3458102,3458102,3458102
America,Central America,Mexico,1978,past,64494872,64494872,64494872
America,Central America,Nicaragua,1978,past,3077861,3077861,3077861
America,Central America,Panama,1978,past,1884427,1884427,1884427
America,South America,Argentina,1978,past,27061041,27061041,27061041
America,South America,Bolivia (Plurinational State of),1978,past,5344946,5344946,5344946
America,South America,Brazil,1978,past,115121158,115121158,115121158
America,South America,Chile,1978,past,11089165,11089165,11089165
America,South America,Colombia,1978,past,25733669,25733669,25733669
America,South America,Ecuador,1978,past,7582357,7582357,7582357
America,South America,Falkland Islands (Malvinas),1978,past,1865,1865,1865
America,South America,French Guiana,1978,past,61936,61936,61936
America,South America,Guyana,1978,past,770128,770128,770128
America,South America,Paraguay,1978,past,3013281,3013281,3013281
America,South America,Peru,1978,past,16683451,16683451,16683451
America,South America,Suriname,1978,past,358103,358103,358103
America,South America,Uruguay,1978,past,2875724,2875724,2875724
America,South America,Venezuela (Bolivarian Republic of),1978,past,14364726,14364726,14364726
America,Northern America,Bermuda,1978,past,56751,56751,56751
America,Northern America,Canada,1978,past,23901716,23901716,23901716
America,Northern America,Greenland,1978,past,49865,49865,49865
America,Northern America,Saint Pierre and Miquelon,1978,past,6122,6122,6122
America,Northern America,United States of America,1978,past,225223307,225223307,225223307
Oceania,Australia/New Zealand,Australia,1978,past,14249403,14249403,14249403
Oceania,Australia/New Zealand,New Zealand,1978,past,3128958,3128958,3128958
Oceania,Melanesia,Fiji,1978,past,609383,609383,609383
Oceania,Melanesia,New Caledonia,1978,past,140262,140262,140262
Oceania,Melanesia,Papua New Guinea,1978,past,3388631,3388631,3388631
Oceania,Melanesia,Solomon Islands,1978,past,215299,215299,215299
Oceania,Melanesia,Vanuatu,1978,past,109397,109397,109397
Oceania,Micronesia,Guam,1978,past,99629,99629,99629
Oceania,Micronesia,Kiribati,1978,past,57613,57613,57613
Oceania,Micronesia,Marshall Islands,1978,past,28400,28400,28400
Oceania,Micronesia,Micronesia (Fed. States of),1978,past,68196,68196,68196
Oceania,Micronesia,Nauru,1978,past,7505,7505,7505
Oceania,Micronesia,Northern Mariana Islands,1978,past,15167,15167,15167
Oceania,Micronesia,Palau,1978,past,12409,12409,12409
Oceania,Polynesia,American Samoa,1978,past,31262,31262,31262
Oceania,Polynesia,Cook Islands,1978,past,18440,18440,18440
Oceania,Polynesia,French Polynesia,1978,past,144273,144273,144273
Oceania,Polynesia,Niue,1978,past,3603,3603,3603
Oceania,Polynesia,Samoa,1978,past,153986,153986,153986
Oceania,Polynesia,Tokelau,1978,past,1542,1542,1542
Oceania,Polynesia,Tonga,1978,past,91336,91336,91336
Oceania,Polynesia,Tuvalu,1978,past,7018,7018,7018
Oceania,Polynesia,Wallis and Futuna Islands,1978,past,10312,10312,10312
Africa,Eastern Africa,Burundi,1983,past,4497544,4497544,4497544
Africa,Eastern Africa,Comoros,1983,past,336088,336088,336088
Africa,Eastern Africa,Djibouti,1983,past,393800,393800,393800
Africa,Eastern Africa,Eritrea,1983,past,1890556,1890556,1890556
Africa,Eastern Africa,Ethiopia,1983,past,38142679,38142679,38142679
Africa,Eastern Africa,Kenya,1983,past,18431760,18431760,18431760
Africa,Eastern Africa,Madagascar,1983,past,9504283,9504283,9504283
Africa,Eastern Africa,Malawi,1983,past,6737924,6737924,6737924
Africa,Eastern Africa,Mauritius,1983,past,998620,998620,998620
Africa,Eastern Africa,Mayotte,1983,past,64494,64494,64494
Africa,Eastern Africa,Mozambique,1983,past,12439773,12439773,12439773
Africa,Eastern Africa,Réunion,1983,past,537401,537401,537401
Africa,Eastern Africa,Rwanda,1983,past,5690989,5690989,5690989
Africa,Eastern Africa,Seychelles,1983,past,68837,68837,68837
Africa,Eastern Africa,Somalia,1983,past,6618594,6618594,6618594
Africa,Eastern Africa,South Sudan,1983,past,4953154,4953154,4953154
Africa,Eastern Africa,Uganda,1983,past,13638729,13638729,13638729
Africa,Eastern Africa,United Republic of Tanzania,1983,past,20344550,20344550,20344550
Africa,Eastern Africa,Zambia,1983,past,6481907,6481907,6481907
Africa,Eastern Africa,Zimbabwe,1983,past,8254746,8254746,8254746
Africa,Middle Africa,Angola,1983,past,9278104,9278104,9278104
Africa,Middle Africa,Cameroon,1983,past,9456496,9456496,9456496
Africa,Middle Africa,Central African Republic,1983,past,2408322,2408322,2408322
Africa,Middle Africa,Chad,1983,past,4832316,4832316,4832316
Africa,Middle Africa,Congo,1983,past,1940454,1940454,1940454
Africa,Middle Africa,Democratic Republic of the Congo,1983,past,28403858,28403858,28403858
Africa,Middle Africa,Equatorial Guinea,1983,past,308208,308208,308208
Africa,Middle Africa,Gabon,1983,past,784056,784056,784056
Africa,Middle Africa,Sao Tome and Principe,1983,past,101064,101064,101064
Africa,Northern Africa,Algeria,1983,past,21101875,21101875,21101875
Africa,Northern Africa,Egypt,1983,past,46728284,46728284,46728284
Africa,Northern Africa,Libya,1983,past,3614682,3614682,3614682
Africa,Northern Africa,Morocco,1983,past,21495088,21495088,21495088
Africa,Northern Africa,Sudan,1983,past,16107613,16107613,16107613
Africa,Northern Africa,Tunisia,1983,past,6937332,6937332,6937332
Africa,Northern Africa,Western Sahara,1983,past,172902,172902,172902
Africa,Southern Africa,Botswana,1983,past,996124,996124,996124
Africa,Southern Africa,Lesotho,1983,past,1452727,1452727,1452727
Africa,Southern Africa,Namibia,1983,past,1131624,1131624,1131624
Africa,Southern Africa,South Africa,1983,past,30993762,30993762,30993762
Africa,Southern Africa,Eswatini,1983,past,652112,652112,652112
Africa,Western Africa,Benin,1983,past,4039940,4039940,4039940
Africa,Western Africa,Burkina Faso,1983,past,7340910,7340910,7340910
Africa,Western Africa,Cabo Verde,1983,past,300226,300226,300226
Africa,Western Africa,Côte d'Ivoire,1983,past,9144940,9144940,9144940
Africa,Western Africa,Gambia,1983,past,700198,700198,700198
Africa,Western Africa,Ghana,1983,past,12033559,12033559,12033559
Africa,Western Africa,Guinea,1983,past,5195443,5195443,5195443
Africa,Western Africa,Guinea-Bissau,1983,past,830212,830212,830212
Africa,Western Africa,Liberia,1983,past,2057232,2057232,2057232
Africa,Western Africa,Mali,1983,past,7545163,7545163,7545163
Africa,Western Africa,Mauritania,1983,past,1681859,1681859,1681859
Africa,Western Africa,Niger,1983,past,6528646,6528646,6528646
Africa,Western Africa,Nigeria,1983,past,79414841,79414841,79414841
Africa,Western Africa,Saint Helena,1983,past,6759,6759,6759
Africa,Western Africa,Senegal,1983,past,6089567,6089567,6089567
Africa,Western Africa,Sierra Leone,1983,past,3619854,3619854,3619854
Africa,Western Africa,Togo,1983,past,3026980,3026980,3026980
Asia,Eastern Asia,China,1983,past,1042431401,1042431401,1042431401
Asia,Eastern Asia,China; Hong Kong SAR,1983,past,5133705,5133705,5133705
Asia,Eastern Asia,China; Macao SAR,1983,past,260921,260921,260921
Asia,Eastern Asia,China; Taiwan Province of China,1983,past,18760237,18760237,18760237
Asia,Eastern Asia,Dem. People's Republic of Korea,1983,past,18298212,18298212,18298212
Asia,Eastern Asia,Japan,1983,past,120427643,120427643,120427643
Asia,Eastern Asia,Mongolia,1983,past,1823214,1823214,1823214
Asia,Eastern Asia,Republic of Korea,1983,past,39747794,39747794,39747794
Asia,Central Asia,Kazakhstan,1983,past,15303316,15303316,15303316
Asia,Central Asia,Kyrgyzstan,1983,past,3834140,3834140,3834140
Asia,Central Asia,Tajikistan,1983,past,4265278,4265278,4265278
Asia,Central Asia,Turkmenistan,1983,past,3091510,3091510,3091510
Asia,Central Asia,Uzbekistan,1983,past,17177663,17177663,17177663
Asia,Southern Asia,Afghanistan,1983,past,12537732,12537732,12537732
Asia,Southern Asia,Bangladesh,1983,past,86142490,86142490,86142490
Asia,Southern Asia,Bhutan,1983,past,439823,439823,439823
Asia,Southern Asia,India,1983,past,749428958,749428958,749428958
Asia,Southern Asia,Iran (Islamic Republic of),1983,past,43636838,43636838,43636838
Asia,Southern Asia,Maldives,1983,past,176255,176255,176255
Asia,Southern Asia,Nepal,1983,past,16100623,16100623,16100623
Asia,Southern Asia,Pakistan,1983,past,86285936,86285936,86285936
Asia,Southern Asia,Sri Lanka,1983,past,15724641,15724641,15724641
Asia,South-Eastern Asia,Brunei Darussalam,1983,past,212073,212073,212073
Asia,South-Eastern Asia,Cambodia,1983,past,7170004,7170004,7170004
Asia,South-Eastern Asia,Indonesia,1983,past,158009248,158009248,158009248
Asia,South-Eastern Asia,Lao People's Democratic Republic,1983,past,3489910,3489910,3489910
Asia,South-Eastern Asia,Malaysia,1983,past,14819430,14819430,14819430
Asia,South-Eastern Asia,Myanmar,1983,past,36491804,36491804,36491804
Asia,South-Eastern Asia,Philippines,1983,past,51408910,51408910,51408910
Asia,South-Eastern Asia,Singapore,1983,past,2580915,2580915,2580915
Asia,South-Eastern Asia,Thailand,1983,past,50173922,50173922,50173922
Asia,South-Eastern Asia,Timor-Leste,1983,past,626677,626677,626677
Asia,South-Eastern Asia,Viet Nam,1983,past,58148384,58148384,58148384
Asia,Western Asia,Armenia,1983,past,3238592,3238592,3238592
Asia,Western Asia,Azerbaijan,1983,past,6452067,6452067,6452067
Asia,Western Asia,Bahrain,1983,past,396451,396451,396451
Asia,Western Asia,Cyprus,1983,past,694076,694076,694076
Asia,Western Asia,Georgia,1983,past,5121801,5121801,5121801
Asia,Western Asia,Iraq,1983,past,14815653,14815653,14815653
Asia,Western Asia,Israel,1983,past,3903954,3903954,3903954
Asia,Western Asia,Jordan,1983,past,2671413,2671413,2671413
Asia,Western Asia,Kuwait,1983,past,1576975,1576975,1576975
Asia,Western Asia,Lebanon,1983,past,2622072,2622072,2622072
Asia,Western Asia,Oman,1983,past,1361085,1361085,1361085
Asia,Western Asia,Qatar,1983,past,309299,309299,309299
Asia,Western Asia,Saudi Arabia,1983,past,11701132,11701132,11701132
Asia,Western Asia,State of Palestine,1983,past,1650926,1650926,1650926
Asia,Western Asia,Syrian Arab Republic,1983,past,9938852,9938852,9938852
Asia,Western Asia,Turkey,1983,past,47073470,47073470,47073470
Asia,Western Asia,United Arab Emirates,1983,past,1228457,1228457,1228457
Asia,Western Asia,Yemen,1983,past,8869363,8869363,8869363
Europe,Eastern Europe,Belarus,1983,past,9770125,9770125,9770125
Europe,Eastern Europe,Bulgaria,1983,past,8953122,8953122,8953122
Europe,Eastern Europe,Czechia,1983,past,10354100,10354100,10354100
Europe,Eastern Europe,Hungary,1983,past,10669203,10669203,10669203
Europe,Eastern Europe,Poland,1983,past,36555782,36555782,36555782
Europe,Eastern Europe,Republic of Moldova,1983,past,4133730,4133730,4133730
Europe,Eastern Europe,Romania,1983,past,22907296,22907296,22907296
Europe,Eastern Europe,Russian Federation,1983,past,140935774,140935774,140935774
Europe,Eastern Europe,Slovakia,1983,past,5106983,5106983,5106983
Europe,Eastern Europe,Ukraine,1983,past,50568025,50568025,50568025
Europe,Northern Europe,Channel Islands,1983,past,131153,131153,131153
Europe,Northern Europe,Denmark,1983,past,5119607,5119607,5119607
Europe,Northern Europe,Estonia,1983,past,1501422,1501422,1501422
Europe,Northern Europe,Faroe Islands,1983,past,44483,44483,44483
Europe,Northern Europe,Finland,1983,past,4862171,4862171,4862171
Europe,Northern Europe,Iceland,1983,past,236021,236021,236021
Europe,Northern Europe,Ireland,1983,past,3479464,3479464,3479464
Europe,Northern Europe,Isle of Man,1983,past,63697,63697,63697
Europe,Northern Europe,Latvia,1983,past,2550932,2550932,2550932
Europe,Northern Europe,Lithuania,1983,past,3506550,3506550,3506550
Europe,Northern Europe,Norway,1983,past,4124588,4124588,4124588
Europe,Northern Europe,Sweden,1983,past,8332441,8332441,8332441
Europe,Northern Europe,United Kingdom,1983,past,56276791,56276791,56276791
Europe,Southern Europe,Albania,1983,past,2844867,2844867,2844867
Europe,Southern Europe,Andorra,1983,past,40854,40854,40854
Europe,Southern Europe,Bosnia and Herzegovina,1983,past,4307907,4307907,4307907
Europe,Southern Europe,Croatia,1983,past,4669621,4669621,4669621
Europe,Southern Europe,Gibraltar,1983,past,29481,29481,29481
Europe,Southern Europe,Greece,1983,past,9860734,9860734,9860734
Europe,Southern Europe,Holy See,1983,past,730,730,730
Europe,Southern Europe,Italy,1983,past,56765250,56765250,56765250
Europe,Southern Europe,Malta,1983,past,339984,339984,339984
Europe,Southern Europe,Montenegro,1983,past,602965,602965,602965
Europe,Southern Europe,Portugal,1983,past,9902992,9902992,9902992
Europe,Southern Europe,San Marino,1983,past,22295,22295,22295
Europe,Southern Europe,Serbia,1983,past,9127675,9127675,9127675
Europe,Southern Europe,Slovenia,1983,past,1903548,1903548,1903548
Europe,Southern Europe,Spain,1983,past,38413300,38413300,38413300
Europe,Southern Europe,North Macedonia,1983,past,1965892,1965892,1965892
Europe,Western Europe,Austria,1983,past,7603100,7603100,7603100
Europe,Western Europe,Belgium,1983,past,9897877,9897877,9897877
Europe,Western Europe,France,1983,past,54675370,54675370,54675370
Europe,Western Europe,Germany,1983,past,77770210,77770210,77770210
Europe,Western Europe,Liechtenstein,1983,past,26790,26790,26790
Europe,Western Europe,Luxembourg,1983,past,365301,365301,365301
Europe,Western Europe,Monaco,1983,past,28091,28091,28091
Europe,Western Europe,Netherlands,1983,past,14365388,14365388,14365388
Europe,Western Europe,Switzerland,1983,past,6356743,6356743,6356743
America,Caribbean,Anguilla,1983,past,7145,7145,7145
America,Caribbean,Antigua and Barbuda,1983,past,61779,61779,61779
America,Caribbean,Aruba,1983,past,62213,62213,62213
America,Caribbean,Bahamas,1983,past,225095,225095,225095
America,Caribbean,Barbados,1983,past,254791,254791,254791
America,Caribbean,British Virgin Islands,1983,past,12755,12755,12755
America,Caribbean,Bonaire; Sint Eustatius and Saba,1983,past,11646,11646,11646
America,Caribbean,Cayman Islands,1983,past,18005,18005,18005
America,Caribbean,Cuba,1983,past,9981303,9981303,9981303
America,Caribbean,Curaçao,1983,past,149587,149587,149587
America,Caribbean,Dominica,1983,past,74484,74484,74484
America,Caribbean,Dominican Republic,1983,past,6199657,6199657,6199657
America,Caribbean,Grenada,1983,past,96020,96020,96020
America,Caribbean,Guadeloupe,1983,past,336677,336677,336677
America,Caribbean,Haiti,1983,past,6051617,6051617,6051617
America,Caribbean,Jamaica,1983,past,2271735,2271735,2271735
America,Caribbean,Martinique,1983,past,332601,332601,332601
America,Caribbean,Montserrat,1983,past,11106,11106,11106
America,Caribbean,Puerto Rico,1983,past,3201864,3201864,3201864
America,Caribbean,Saint Kitts and Nevis,1983,past,42477,42477,42477
America,Caribbean,Saint Lucia,1983,past,122571,122571,122571
America,Caribbean,Saint Vincent and the Grenadines,1983,past,103035,103035,103035
America,Caribbean,Sint Maarten (Dutch part),1983,past,16175,16175,16175
America,Caribbean,Trinidad and Tobago,1983,past,1138071,1138071,1138071
America,Caribbean,Turks and Caicos Islands,1983,past,9096,9096,9096
America,Caribbean,United States Virgin Islands,1983,past,103818,103818,103818
America,Central America,Belize,1983,past,155820,155820,155820
America,Central America,Costa Rica,1983,past,2593015,2593015,2593015
America,Central America,El Salvador,1983,past,4804936,4804936,4804936
America,Central America,Guatemala,1983,past,7847468,7847468,7847468
America,Central America,Honduras,1983,past,4031333,4031333,4031333
America,Central America,Mexico,1983,past,72709306,72709306,72709306
America,Central America,Nicaragua,1983,past,3549711,3549711,3549711
America,Central America,Panama,1983,past,2121863,2121863,2121863
America,South America,Argentina,1983,past,29262049,29262049,29262049
America,South America,Bolivia (Plurinational State of),1983,past,5932812,5932812,5932812
America,South America,Brazil,1983,past,129448815,129448815,129448815
America,South America,Chile,1983,past,11907955,11907955,11907955
America,South America,Colombia,1983,past,28714183,28714183,28714183
America,South America,Ecuador,1983,past,8624594,8624594,8624594
America,South America,Falkland Islands (Malvinas),1983,past,1838,1838,1838
America,South America,French Guiana,1983,past,77232,77232,77232
America,South America,Guyana,1983,past,778953,778953,778953
America,South America,Paraguay,1983,past,3468533,3468533,3468533
America,South America,Peru,1983,past,18870988,18870988,18870988
America,South America,Suriname,1983,past,362282,362282,362282
America,South America,Uruguay,1983,past,2973048,2973048,2973048
America,South America,Venezuela (Bolivarian Republic of),1983,past,16443128,16443128,16443128
America,Northern America,Bermuda,1983,past,58785,58785,58785
America,Northern America,Canada,1983,past,25171436,25171436,25171436
America,Northern America,Greenland,1983,past,51834,51834,51834
America,Northern America,Saint Pierre and Miquelon,1983,past,6030,6030,6030
America,Northern America,United States of America,1983,past,236030236,236030236,236030236
Oceania,Australia/New Zealand,Australia,1983,past,15194644,15194644,15194644
Oceania,Australia/New Zealand,New Zealand,1983,past,3215732,3215732,3215732
Oceania,Melanesia,Fiji,1983,past,685497,685497,685497
Oceania,Melanesia,New Caledonia,1983,past,151625,151625,151625
Oceania,Melanesia,Papua New Guinea,1983,past,3871490,3871490,3871490
Oceania,Melanesia,Solomon Islands,1983,past,254566,254566,254566
Oceania,Melanesia,Vanuatu,1983,past,124213,124213,124213
Oceania,Micronesia,Guam,1983,past,111403,111403,111403
Oceania,Micronesia,Kiribati,1983,past,61736,61736,61736
Oceania,Micronesia,Marshall Islands,1983,past,34881,34881,34881
Oceania,Micronesia,Micronesia (Fed. States of),1983,past,80630,80630,80630
Oceania,Micronesia,Nauru,1983,past,8163,8163,8163
Oceania,Micronesia,Northern Mariana Islands,1983,past,22622,22622,22622
Oceania,Micronesia,Palau,1983,past,12842,12842,12842
Oceania,Polynesia,American Samoa,1983,past,36413,36413,36413
Oceania,Polynesia,Cook Islands,1983,past,17343,17343,17343
Oceania,Polynesia,French Polynesia,1983,past,167456,167456,167456
Oceania,Polynesia,Niue,1983,past,2974,2974,2974
Oceania,Polynesia,Samoa,1983,past,158345,158345,158345
Oceania,Polynesia,Tokelau,1983,past,1655,1655,1655
Oceania,Polynesia,Tonga,1983,past,93736,93736,93736
Oceania,Polynesia,Tuvalu,1983,past,8041,8041,8041
Oceania,Polynesia,Wallis and Futuna Islands,1983,past,12838,12838,12838
Africa,Eastern Africa,Burundi,1988,past,5168703,5168703,5168703
Africa,Eastern Africa,Comoros,1988,past,387964,387964,387964
Africa,Eastern Africa,Djibouti,1988,past,528993,528993,528993
Africa,Eastern Africa,Eritrea,1988,past,2185607,2185607,2185607
Africa,Eastern Africa,Ethiopia,1988,past,44757205,44757205,44757205
Africa,Eastern Africa,Kenya,1988,past,22153685,22153685,22153685
Africa,Eastern Africa,Madagascar,1988,past,10952396,10952396,10952396
Africa,Eastern Africa,Malawi,1988,past,8636686,8636686,8636686
Africa,Eastern Africa,Mauritius,1988,past,1037253,1037253,1037253
Africa,Eastern Africa,Mayotte,1988,past,84941,84941,84941
Africa,Eastern Africa,Mozambique,1988,past,12758003,12758003,12758003
Africa,Eastern Africa,Réunion,1988,past,588985,588985,588985
Africa,Eastern Africa,Rwanda,1988,past,7088194,7088194,7088194
Africa,Eastern Africa,Seychelles,1988,past,69925,69925,69925
Africa,Eastern Africa,Somalia,1988,past,7005226,7005226,7005226
Africa,Eastern Africa,South Sudan,1988,past,5485288,5485288,5485288
Africa,Eastern Africa,Uganda,1988,past,16180129,16180129,16180129
Africa,Eastern Africa,United Republic of Tanzania,1988,past,23670807,23670807,23670807
Africa,Eastern Africa,Zambia,1988,past,7598270,7598270,7598270
Africa,Eastern Africa,Zimbabwe,1988,past,9849129,9849129,9849129
Africa,Middle Africa,Angola,1988,past,11068051,11068051,11068051
Africa,Middle Africa,Cameroon,1988,past,11075423,11075423,11075423
Africa,Middle Africa,Central African Republic,1988,past,2693974,2693974,2693974
Africa,Middle Africa,Chad,1988,past,5589624,5589624,5589624
Africa,Middle Africa,Congo,1988,past,2231462,2231462,2231462
Africa,Middle Africa,Democratic Republic of the Congo,1988,past,32443784,32443784,32443784
Africa,Middle Africa,Equatorial Guinea,1988,past,394973,394973,394973
Africa,Middle Africa,Gabon,1988,past,898472,898472,898472
Africa,Middle Africa,Sao Tome and Principe,1988,past,113288,113288,113288
Africa,Northern Africa,Algeria,1988,past,24443472,24443472,24443472
Africa,Northern Africa,Egypt,1988,past,53399243,53399243,53399243
Africa,Northern Africa,Libya,1988,past,4220451,4220451,4220451
Africa,Northern Africa,Morocco,1988,past,23903592,23903592,23903592
Africa,Northern Africa,Sudan,1988,past,18867559,18867559,18867559
Africa,Northern Africa,Tunisia,1988,past,7880333,7880333,7880333
Africa,Northern Africa,Western Sahara,1988,past,202717,202717,202717
Africa,Southern Africa,Botswana,1988,past,1200073,1200073,1200073
Africa,Southern Africa,Lesotho,1988,past,1630993,1630993,1630993
Africa,Southern Africa,Namibia,1988,past,1336545,1336545,1336545
Africa,Southern Africa,South Africa,1988,past,35100905,35100905,35100905
Africa,Southern Africa,Eswatini,1988,past,773774,773774,773774
Africa,Western Africa,Benin,1988,past,4672844,4672844,4672844
Africa,Western Africa,Burkina Faso,1988,past,8356313,8356313,8356313
Africa,Western Africa,Cabo Verde,1988,past,325744,325744,325744
Africa,Western Africa,Côte d'Ivoire,1988,past,11094740,11094740,11094740
Africa,Western Africa,Gambia,1988,past,873440,873440,873440
Africa,Western Africa,Ghana,1988,past,13947047,13947047,13947047
