Continent,Subregion,Country,Year,Period,Medium,High,Low
Europe,Southern Europe,Italy,2023,future,60147515,60369766,59948291
Europe,Southern Europe,Malta,2023,future,445228,447179,443505
Europe,Southern Europe,Montenegro,2023,future,627766,630343,625114
Europe,Southern Europe,Portugal,2023,future,10114017,10153121,10078824
Europe,Southern Europe,San Marino,2023,future,34153,34266,34021
Europe,Southern Europe,Serbia,2023,future,8604998,8636099,8565247
Europe,Southern Europe,Slovenia,2023,future,2076868,2084538,2069571
Europe,Southern Europe,Spain,2023,future,46679284,46847846,46498931
Europe,Southern Europe,North Macedonia,2023,future,2079337,2088336,2070027
Europe,Western Europe,Austria,2023,future,9081181,9104332,9031006
Europe,Western Europe,Belgium,2023,future,11699400,11738610,11646880
Europe,Western Europe,France,2023,future,65745189,66004184,65509055
Europe,Western Europe,Germany,2023,future,83774541,83948202,83324550
Europe,Western Europe,Liechtenstein,2023,future,38525,38684,38373
Europe,Western Europe,Luxembourg,2023,future,648973,651021,645122
Europe,Western Europe,Monaco,2023,future,40042,40162,39916
Europe,Western Europe,Netherlands,2023,future,17249269,17316041,17183939
Europe,Western Europe,Switzerland,2023,future,8829560,8863386,8790821
America,Caribbean,Anguilla,2023,future,15325,15386,15253
America,Caribbean,Antigua and Barbuda,2023,future,100272,100741,99814
America,Caribbean,Aruba,2023,future,108012,108412,107576
America,Caribbean,Bahamas,2023,future,404048,405982,402039
America,Caribbean,Barbados,2023,future,288314,289470,287125
America,Caribbean,British Virgin Islands,2023,future,30781,30902,30631
America,Caribbean,Bonaire; Sint Eustatius and Saba,2023,future,26842,26924,26718
America,Caribbean,Cayman Islands,2023,future,68054,68337,67801
America,Caribbean,Cuba,2023,future,11291378,11333555,11246556
America,Caribbean,Curaçao,2023,future,166277,166947,165681
America,Caribbean,Dominica,2023,future,72514,72906,72132
America,Caribbean,Dominican Republic,2023,future,11155917,11211194,11100938
America,Caribbean,Grenada,2023,future,113903,114479,113370
America,Caribbean,Guadeloupe,2023,future,399536,400501,397850
America,Caribbean,Haiti,2023,future,11817963,11877284,11762851
America,Caribbean,Jamaica,2023,future,2995999,3010996,2981200
America,Caribbean,Martinique,2023,future,373318,374419,372002
America,Caribbean,Montserrat,2023,future,4946,4962,4925
America,Caribbean,Puerto Rico,2023,future,2854166,2901052,2882442
America,Caribbean,Saint Kitts and Nevis,2023,future,54175,54435,53916
America,Caribbean,Saint Lucia,2023,future,185771,186718,184830
America,Caribbean,Saint Vincent and the Grenadines,2023,future,111806,112318,111269
America,Caribbean,Sint Maarten (Dutch part),2023,future,44540,44765,44350
America,Caribbean,Trinidad and Tobago,2023,future,1409175,1415384,1403049
America,Caribbean,Turks and Caicos Islands,2023,future,40250,40426,40060
America,Caribbean,United States Virgin Islands,2023,future,103671,104031,103283
America,Central America,Belize,2023,future,419429,421758,417206
America,Central America,Costa Rica,2023,future,5223972,5249226,5199446
America,Central America,El Salvador,2023,future,6581790,6617819,6545638
America,Central America,Guatemala,2023,future,18917714,19014913,18820358
America,Central America,Honduras,2023,future,10379104,10433997,10323856
America,Central America,Mexico,2023,future,132833768,133495801,132172967
America,Central America,Nicaragua,2023,future,6855178,6887081,6817345
America,Central America,Panama,2023,future,4510970,4531794,4490231
America,South America,Argentina,2023,future,46409173,46619391,46195417
America,South America,Bolivia (Plurinational State of),2023,future,12151990,12209988,12094112
America,South America,Brazil,2023,future,216641839,217684086,215590137
America,South America,Chile,2023,future,19249347,19271412,19092134
America,South America,Colombia,2023,future,51672846,51744146,51225167
America,South America,Ecuador,2023,future,18324151,18390678,18211036
America,South America,Falkland Islands (Malvinas),2023,future,3519,3481,3454
America,South America,French Guiana,2023,future,321896,323236,320352
America,South America,Guyana,2023,future,797711,801372,793573
America,South America,Paraguay,2023,future,7391010,7428824,7353413
America,South America,Peru,2023,future,33966046,34059433,33727947
America,South America,Suriname,2023,future,601750,604545,598946
America,South America,Uruguay,2023,future,3506374,3521272,3490868
America,South America,Venezuela (Bolivarian Republic of),2023,future,30016606,30512120,30244015
America,Northern America,Bermuda,2023,future,61806,62071,61630
America,Northern America,Canada,2023,future,38704479,38863388,38534800
America,Northern America,Greenland,2023,future,57064,57334,56828
America,Northern America,Saint Pierre and Miquelon,2023,future,5751,5770,5737
America,Northern America,United States of America,2023,future,336679231,338053317,335226057
Oceania,Australia/New Zealand,Australia,2023,future,26343073,26450278,26225146
Oceania,Australia/New Zealand,New Zealand,2023,future,4934976,4954725,4913970
Oceania,Melanesia,Fiji,2023,future,916131,920078,911659
Oceania,Melanesia,New Caledonia,2023,future,293581,294899,292308
Oceania,Melanesia,Papua New Guinea,2023,future,9466431,9508235,9423679
Oceania,Melanesia,Solomon Islands,2023,future,738416,741635,735240
Oceania,Melanesia,Vanuatu,2023,future,329249,330727,327717
Oceania,Micronesia,Guam,2023,future,172819,173530,171993
Oceania,Micronesia,Kiribati,2023,future,125501,126207,125060
Oceania,Micronesia,Marshall Islands,2023,future,60520,60757,60161
Oceania,Micronesia,Micronesia (Fed. States of),2023,future,118708,119246,118147
Oceania,Micronesia,Nauru,2023,future,10918,10954,10856
Oceania,Micronesia,Northern Mariana Islands,2023,future,58627,58832,58387
Oceania,Micronesia,Palau,2023,future,18281,18342,18205
Oceania,Polynesia,American Samoa,2023,future,54982,55246,54725
Oceania,Polynesia,Cook Islands,2023,future,17566,17622,17485
Oceania,Polynesia,French Polynesia,2023,future,285792,287070,284461
Oceania,Polynesia,Niue,2023,future,1619,1619,1603
Oceania,Polynesia,Samoa,2023,future,204568,205766,204169
Oceania,Polynesia,Tokelau,2023,future,1384,1385,1373
Oceania,Polynesia,Tonga,2023,future,108663,109038,108127
Oceania,Polynesia,Tuvalu,2023,future,12211,12261,12150
Oceania,Polynesia,Wallis and Futuna Islands,2023,future,10896,10969,10874
Africa,Eastern Africa,Burundi,2028,future,14952170,15172701,14731109
Africa,Eastern Africa,Comoros,2028,future,1023549,1039865,1007221
Africa,Eastern Africa,Djibouti,2028,future,1093376,1111613,1075117
Africa,Eastern Africa,Eritrea,2028,future,4084469,4150737,4017155
Africa,Eastern Africa,Ethiopia,2028,future,138839374,141184436,136498431
Africa,Eastern Africa,Kenya,2028,future,63838873,64989831,62690687
Africa,Eastern Africa,Madagascar,2028,future,33947957,34535470,33361321
Africa,Eastern Africa,Malawi,2028,future,23626576,24046991,23206922
Africa,Eastern Africa,Mauritius,2028,future,1275973,1297832,1254135
Africa,Eastern Africa,Mayotte,2028,future,328227,333770,322708
Africa,Eastern Africa,Mozambique,2028,future,39052601,39689468,38416254
Africa,Eastern Africa,Réunion,2028,future,944038,958264,929791
Africa,Eastern Africa,Rwanda,2028,future,15567728,15827818,15307484
Africa,Eastern Africa,Seychelles,2028,future,101889,103384,100402
Africa,Eastern Africa,Somalia,2028,future,20029453,20318878,19740738
Africa,Eastern Africa,South Sudan,2028,future,13278371,13481552,13063878
Africa,Eastern Africa,Uganda,2028,future,56513004,57468355,55591306
Africa,Eastern Africa,United Republic of Tanzania,2028,future,74946005,76131824,73761702
Africa,Eastern Africa,Zambia,2028,future,23038732,23419590,22659209
Africa,Eastern Africa,Zimbabwe,2028,future,16979330,17286545,16674942
Africa,Middle Africa,Angola,2028,future,42199937,42836567,41565021
Africa,Middle Africa,Cameroon,2028,future,32243884,32756246,31732118
Africa,Middle Africa,Central African Republic,2028,future,5693742,5786146,5601614
Africa,Middle Africa,Chad,2028,future,20575999,20880899,20271082
Africa,Middle Africa,Congo,2028,future,6697444,6803296,6591844
Africa,Middle Africa,Democratic Republic of the Congo,2028,future,113513533,115133309,111892585
Africa,Middle Africa,Equatorial Guinea,2028,future,1779309,1806507,1752182
Africa,Middle Africa,Gabon,2028,future,2641952,2684086,2599877
Africa,Middle Africa,Sao Tome and Principe,2028,future,257157,261351,253047
Africa,Northern Africa,Algeria,2028,future,49225935,49992737,48453595
Africa,Northern Africa,Egypt,2028,future,117176387,119088975,115245610
Africa,Northern Africa,Libya,2028,future,7477411,7607888,7346621
Africa,Northern Africa,Morocco,2028,future,40163701,40829729,39496558
Africa,Northern Africa,Sudan,2028,future,52851431,53670683,52030774
Africa,Northern Africa,Tunisia,2028,future,12604850,12807699,12401111
Africa,Northern Africa,Western Sahara,2028,future,710040,722341,697734
Africa,Southern Africa,Botswana,2028,future,2692573,2740538,2644574
Africa,Southern Africa,Lesotho,2028,future,2285743,2327223,2244836
Africa,Southern Africa,Namibia,2028,future,2915718,2967973,2863360
Africa,Southern Africa,South Africa,2028,future,64731152,65903298,63559847
Africa,Southern Africa,Eswatini,2028,future,1265206,1289025,1241039
Africa,Western Africa,Benin,2028,future,14914569,15144955,14684350
Africa,Western Africa,Burkina Faso,2028,future,26003242,26400302,25606695
Africa,Western Africa,Cabo Verde,2028,future,600086,610952,589234
Africa,Western Africa,Côte d'Ivoire,2028,future,32149984,32663583,31637283
Africa,Western Africa,Gambia,2028,future,3011723,3057583,2965875
Africa,Western Africa,Ghana,2028,future,36453875,37044120,35863556
Africa,Western Africa,Guinea,2028,future,16198774,16461982,15935941
Africa,Western Africa,Guinea-Bissau,2028,future,2359159,2397382,2320937
Africa,Western Africa,Liberia,2028,future,6095000,6194841,5995306
Africa,Western Africa,Mali,2028,future,25498424,25870193,25127722
Africa,Western Africa,Mauritania,2028,future,5692349,5778056,5606488
Africa,Western Africa,Niger,2028,future,32458494,32899643,32017841
Africa,Western Africa,Nigeria,2028,future,250829695,254446877,247214683
Africa,Western Africa,Saint Helena,2028,future,6169,6262,6078
Africa,Western Africa,Senegal,2028,future,20533936,20855339,20212079
Africa,Western Africa,Sierra Leone,2028,future,9310309,9464996,9155626
Africa,Western Africa,Togo,2028,future,9966803,10128640,9805305
Asia,Eastern Asia,China,2028,future,1463052846,1483666805,1442422355
Asia,Eastern Asia,China; Hong Kong SAR,2028,future,7925075,8060628,7794488
Asia,Eastern Asia,China; Macao SAR,2028,future,717530,729223,705781
Asia,Eastern Asia,China; Taiwan Province of China,2028,future,24007365,24382813,23633481
Asia,Eastern Asia,Dem. People's Republic of Korea,2028,future,26520112,26962610,26079301
Asia,Eastern Asia,Japan,2028,future,122107379,123593125,120619693
Asia,Eastern Asia,Mongolia,2028,future,3638042,3697158,3578629
Asia,Eastern Asia,Republic of Korea,2028,future,51256271,52014729,50501324
Asia,Central Asia,Kazakhstan,2028,future,20307506,20611352,19999849
Asia,Central Asia,Kyrgyzstan,2028,future,7274738,7395307,7153533
Asia,Central Asia,Tajikistan,2028,future,11155129,11340161,10966532
Asia,Central Asia,Turkmenistan,2028,future,6649838,6760667,6538013
Asia,Central Asia,Uzbekistan,2028,future,36726959,37361354,36087526
Asia,Southern Asia,Afghanistan,2028,future,46275305,47039101,45509477
Asia,Southern Asia,Bangladesh,2028,future,176498329,179889001,173105924
Asia,Southern Asia,Bhutan,2028,future,830696,846149,815252
Asia,Southern Asia,India,2028,future,1481083336,1507186363,1455021149
Asia,Southern Asia,Iran (Islamic Republic of),2028,future,91207895,92743026,89665920
Asia,Southern Asia,Maldives,2028,future,516829,526043,509625
Asia,Southern Asia,Nepal,2028,future,32855383,33557496,32120486
Asia,Southern Asia,Pakistan,2028,future,254763723,259037671,250486246
Asia,Southern Asia,Sri Lanka,2028,future,21938404,22284977,21591569
Asia,South-Eastern Asia,Brunei Darussalam,2028,future,465548,473464,457643
Asia,South-Eastern Asia,Cambodia,2028,future,18401510,18744123,18057629
Asia,South-Eastern Asia,Indonesia,2028,future,294532571,299517865,289552447
Asia,South-Eastern Asia,Lao People's Democratic Republic,2028,future,8051684,8202866,7900431
Asia,South-Eastern Asia,Malaysia,2028,future,35429092,36081025,34776644
Asia,South-Eastern Asia,Myanmar,2028,future,57735854,58774669,56692863
Asia,South-Eastern Asia,Philippines,2028,future,121006009,123153973,118860182
Asia,South-Eastern Asia,Singapore,2028,future,6195443,6288470,6102625
Asia,South-Eastern Asia,Thailand,2028,future,70396854,71461892,69331714
Asia,South-Eastern Asia,Timor-Leste,2028,future,1523490,1549368,1497655
Asia,South-Eastern Asia,Viet Nam,2028,future,103043295,104764010,101332509
Asia,Western Asia,Armenia,2028,future,2973590,3019932,2927053
Asia,Western Asia,Azerbaijan,2028,future,10651431,10814008,10488182
Asia,Western Asia,Bahrain,2028,future,1956738,1986794,1930015
Asia,Western Asia,Cyprus,2028,future,1263496,1284145,1242809
Asia,Western Asia,Georgia,2028,future,3884887,3939622,3830052
Asia,Western Asia,Iraq,2028,future,48180890,49002902,47351069
Asia,Western Asia,Israel,2028,future,9714849,9855314,9574270
Asia,Western Asia,Jordan,2028,future,10491794,10693536,10303970
Asia,Western Asia,Kuwait,2028,future,4656026,4715947,4598792
Asia,Western Asia,Lebanon,2028,future,6236666,6365437,6123045
Asia,Western Asia,Oman,2028,future,5801981,5880689,5727773
Asia,Western Asia,Qatar,2028,future,3248613,3284866,3213323
Asia,Western Asia,Saudi Arabia,2028,future,38530653,39142160,37924922
Asia,Western Asia,State of Palestine,2028,future,6091897,6197990,5985111
Asia,Western Asia,Syrian Arab Republic,2028,future,25536687,25866926,25059461
Asia,Western Asia,Turkey,2028,future,88114632,89642701,86646072
Asia,Western Asia,United Arab Emirates,2028,future,10553951,10732907,10381322
Asia,Western Asia,Yemen,2028,future,35107076,35712089,34501511
Europe,Eastern Europe,Belarus,2028,future,9318852,9452082,9185602
Europe,Eastern Europe,Bulgaria,2028,future,6525611,6609272,6441999
Europe,Eastern Europe,Czechia,2028,future,10756156,10898336,10613749
Europe,Eastern Europe,Hungary,2028,future,9412625,9546387,9279037
Europe,Eastern Europe,Poland,2028,future,37200094,37729894,36667990
Europe,Eastern Europe,Republic of Moldova,2028,future,3924631,3988029,3861143
Europe,Eastern Europe,Romania,2028,future,18496691,18741821,18248273
Europe,Eastern Europe,Russian Federation,2028,future,144142094,146182069,142102960
Europe,Eastern Europe,Slovakia,2028,future,5426330,5504841,5347875
Europe,Eastern Europe,Ukraine,2028,future,41467225,42053130,40882304
Europe,Northern Europe,Channel Islands,2028,future,182909,185587,180284
Europe,Northern Europe,Denmark,2028,future,5963108,6051560,5874832
Europe,Northern Europe,Estonia,2028,future,1291089,1309345,1273200
Europe,Northern Europe,Faroe Islands,2028,future,50470,51147,49802
Europe,Northern Europe,Finland,2028,future,5578136,5657477,5499108
Europe,Northern Europe,Iceland,2028,future,356482,361981,350999
Europe,Northern Europe,Ireland,2028,future,5194609,5269338,5120799
Europe,Northern Europe,Isle of Man,2028,future,87449,88637,86270
Europe,Northern Europe,Latvia,2028,future,1750867,1773792,1727747
Europe,Northern Europe,Lithuania,2028,future,2526386,2560637,2491769
Europe,Northern Europe,Norway,2028,future,5787492,5874364,5700724
Europe,Northern Europe,Sweden,2028,future,10537572,10690869,10384740
Europe,Northern Europe,United Kingdom,2028,future,70016263,71051668,68988765
Europe,Southern Europe,Albania,2028,future,2809863,2855991,2763897
Europe,Southern Europe,Andorra,2028,future,77900,78860,76905
Europe,Southern Europe,Bosnia and Herzegovina,2028,future,3163267,3208371,3116367
Europe,Southern Europe,Croatia,2028,future,3924755,3979793,3869330
Europe,Southern Europe,Gibraltar,2028,future,33844,34336,33353
Europe,Southern Europe,Greece,2028,future,10007444,10137562,9878297
Europe,Southern Europe,Holy See,2028,future,803,808,795
Europe,Southern Europe,Italy,2028,future,59384053,60143942,58621127
Europe,Southern Europe,Malta,2028,future,448763,455359,442156
Europe,Southern Europe,Montenegro,2028,future,625578,635085,616088
Europe,Southern Europe,Portugal,2028,future,9973879,10107230,9839826
Europe,Southern Europe,San Marino,2028,future,34365,34809,33923
Europe,Southern Europe,Serbia,2028,future,8354505,8481975,8228351
Europe,Southern Europe,Slovenia,2028,future,2063970,2089799,2038081
Europe,Southern Europe,Spain,2028,future,46383836,46989644,45777753
Europe,Southern Europe,North Macedonia,2028,future,2061614,2094173,2029106
Europe,Western Europe,Austria,2028,future,9149226,9284679,9017597
Europe,Western Europe,Belgium,2028,future,11846939,12015534,11680385
Europe,Western Europe,France,2028,future,66451747,67363720,65537665
Europe,Western Europe,Germany,2028,future,83280854,84433596,82165274
Europe,Western Europe,Liechtenstein,2028,future,39170,39770,38575
Europe,Western Europe,Luxembourg,2028,future,678889,690012,667956
Europe,Western Europe,Monaco,2028,future,41301,41774,40828
Europe,Western Europe,Netherlands,2028,future,17406365,17653438,17159362
Europe,Western Europe,Switzerland,2028,future,9090616,9224796,8957563
America,Caribbean,Anguilla,2028,future,15763,16008,15516
America,Caribbean,Antigua and Barbuda,2028,future,103691,105409,101976
America,Caribbean,Aruba,2028,future,109717,111346,108081
America,Caribbean,Bahamas,2028,future,420734,428338,413147
America,Caribbean,Barbados,2028,future,289306,293641,284972
America,Caribbean,British Virgin Islands,2028,future,31523,32033,31020
America,Caribbean,Bonaire; Sint Eustatius and Saba,2028,future,27664,28051,27275
America,Caribbean,Cayman Islands,2028,future,71859,72893,70825
America,Caribbean,Cuba,2028,future,11193386,11349766,11037600
America,Caribbean,Curaçao,2028,future,169580,172009,167142
America,Caribbean,Dominica,2028,future,73137,74515,71760
America,Caribbean,Dominican Republic,2028,future,11609235,11816793,11401566
America,Caribbean,Grenada,2028,future,115422,117392,113447
America,Caribbean,Guadeloupe,2028,future,399731,405086,394502
America,Caribbean,Haiti,2028,future,12480291,12700099,12259769
America,Caribbean,Jamaica,2028,future,3037622,3092195,2983039
America,Caribbean,Martinique,2028,future,369396,374112,364678
America,Caribbean,Montserrat,2028,future,4816,4876,4751
America,Caribbean,Puerto Rico,2028,future,2922176,2957492,2877187
America,Caribbean,Saint Kitts and Nevis,2028,future,55444,56395,54488
America,Caribbean,Saint Lucia,2028,future,188192,191624,184768
America,Caribbean,Saint Vincent and the Grenadines,2028,future,112803,114760,110854
America,Caribbean,Sint Maarten (Dutch part),2028,future,47149,47942,46358
America,Caribbean,Trinidad and Tobago,2028,future,1414328,1436190,1392426
America,Caribbean,Turks and Caicos Islands,2028,future,42674,43370,41983
America,Caribbean,United States Virgin Islands,2028,future,101679,103056,100304
America,Central America,Belize,2028,future,454394,463282,445497
America,Central America,Costa Rica,2028,future,5406321,5497793,5314667
America,Central America,El Salvador,2028,future,6728924,6862773,6595239
America,Central America,Guatemala,2028,future,20566327,20951688,20181091
America,Central America,Honduras,2028,future,11152068,11366944,10937481
America,Central America,Mexico,2028,future,138725066,141231883,136218069
America,Central America,Nicaragua,2028,future,7240598,7373064,7109340
America,Central America,Panama,2028,future,4813771,4894226,4733154
America,South America,Argentina,2028,future,48328513,49133942,47523909
America,South America,Bolivia (Plurinational State of),2028,future,12935767,13162485,12709189
America,South America,Brazil,2028,future,222106891,225950235,218262803
America,South America,Chile,2028,future,19337990,19671120,19023023
America,South America,Colombia,2028,future,52834564,53815406,51912095
America,South America,Ecuador,2028,future,19389986,19735759,19050877
America,South America,Falkland Islands (Malvinas),2028,future,3443,3495,3401
America,South America,French Guiana,2028,future,361384,367189,355594
America,South America,Guyana,2028,future,815463,830073,800957
America,South America,Paraguay,2028,future,7797416,7941407,7653394
America,South America,Peru,2028,future,35429212,36058814,34819295
America,South America,Suriname,2028,future,624340,634973,613696
America,South America,Uruguay,2028,future,3553265,3609988,3496649
America,South America,Venezuela (Bolivarian Republic of),2028,future,32931812,33440865,32324233
America,Northern America,Bermuda,2028,future,60938,61762,60104
America,Northern America,Canada,2028,future,40240809,40863147,39620571
America,Northern America,Greenland,2028,future,57197,58117,56258
America,Northern America,Saint Pierre and Miquelon,2028,future,5695,5765,5627
America,Northern America,United States of America,2028,future,345947847,351336588,340574926
Oceania,Australia/New Zealand,Australia,2028,future,27666064,28087152,27246860
Oceania,Australia/New Zealand,New Zealand,2028,future,5108863,5186322,5031709
Oceania,Melanesia,Fiji,2028,future,951763,967628,935971
Oceania,Melanesia,New Caledonia,2028,future,306250,311192,301313
Oceania,Melanesia,Papua New Guinea,2028,future,10351151,10521444,10181060
Oceania,Melanesia,Solomon Islands,2028,future,827409,840356,814417
Oceania,Melanesia,Vanuatu,2028,future,367500,373548,361447
Oceania,Micronesia,Guam,2028,future,178924,181864,175988
Oceania,Micronesia,Kiribati,2028,future,135445,137591,133247
Oceania,Micronesia,Marshall Islands,2028,future,63583,64782,62405
Oceania,Micronesia,Micronesia (Fed. States of),2028,future,124565,126749,122386
Oceania,Micronesia,Nauru,2028,future,10975,11166,10788
Oceania,Micronesia,Northern Mariana Islands,2028,future,60404,61320,59493
Oceania,Micronesia,Palau,2028,future,18448,18692,18199
Oceania,Polynesia,American Samoa,2028,future,54793,55791,53796
Oceania,Polynesia,Cook Islands,2028,future,17536,17797,17267
Oceania,Polynesia,French Polynesia,2028,future,293759,298590,288926
Oceania,Polynesia,Niue,2028,future,1646,1673,1615
Oceania,Polynesia,Samoa,2028,future,215968,219038,212775
Oceania,Polynesia,Tokelau,2028,future,1427,1456,1401
Oceania,Polynesia,Tonga,2028,future,113571,115353,111791
Oceania,Polynesia,Tuvalu,2028,future,12882,13100,12654
Oceania,Polynesia,Wallis and Futuna Islands,2028,future,10525,10679,10370
Africa,Eastern Africa,Burundi,2033,future,17049319,17530793,16567837
Africa,Eastern Africa,Comoros,2033,future,1123253,1157974,1088540
Africa,Eastern Africa,Djibouti,2033,future,1149506,1186334,1112670
Africa,Eastern Africa,Eritrea,2033,future,4490189,4635398,4344978
Africa,Eastern Africa,Ethiopia,2033,future,154117367,159174297,149060173
Africa,Eastern Africa,Kenya,2033,future,70399094,72857494,67940340
Africa,Eastern Africa,Madagascar,2033,future,38194092,39457406,36930533
Africa,Eastern Africa,Malawi,2033,future,26735782,27652906,25818334
Africa,Eastern Africa,Mauritius,2033,future,1268900,1311285,1226519
Africa,Eastern Africa,Mayotte,2033,future,365477,377450,353498
Africa,Eastern Africa,Mozambique,2033,future,44501119,45898345,43103522
Africa,Eastern Africa,Réunion,2033,future,969688,998547,940825
Africa,Eastern Africa,Rwanda,2033,future,17243241,17800241,16686228
Africa,Eastern Africa,Seychelles,2033,future,103384,106370,100400
Africa,Eastern Africa,Somalia,2033,future,23013815,23654958,22372654
Africa,Eastern Africa,South Sudan,2033,future,14724362,15173481,14275242
Africa,Eastern Africa,Uganda,2033,future,63885707,65956043,61815018
Africa,Eastern Africa,United Republic of Tanzania,2033,future,85797818,88403940,83191215
Africa,Eastern Africa,Zambia,2033,future,26334558,27166282,25502665
Africa,Eastern Africa,Zimbabwe,2033,future,18556511,19212011,17900927
Africa,Middle Africa,Angola,2033,future,49016965,50430385,47603258
Africa,Middle Africa,Cameroon,2033,future,36114786,37217318,35012122
Africa,Middle Africa,Central African Republic,2033,future,6322641,6523455,6121769
Africa,Middle Africa,Chad,2033,future,23415488,24081690,22749122
Africa,Middle Africa,Congo,2033,future,7523398,7753694,7293062
Africa,Middle Africa,Democratic Republic of the Congo,2033,future,130269909,133879708,126659564
Africa,Middle Africa,Equatorial Guinea,2033,future,2012645,2072338,1952938
Africa,Middle Africa,Gabon,2033,future,2898353,2986337,2810349
Africa,Middle Africa,Sao Tome and Principe,2033,future,285492,294480,276511
Africa,Northern Africa,Algeria,2033,future,51971122,53497178,50445168
Africa,Northern Africa,Egypt,2033,future,126468615,130489609,122447682
Africa,Northern Africa,Libya,2033,future,7785338,8044632,7526059
Africa,Northern Africa,Morocco,2033,future,41906349,43241899,40570702
Africa,Northern Africa,Sudan,2033,future,58952794,60722279,57183322
Africa,Northern Africa,Tunisia,2033,future,12956626,13350171,12563105
Africa,Northern Africa,Western Sahara,2033,future,777412,802962,751867
Africa,Southern Africa,Botswana,2033,future,2895284,2994966,2795594
Africa,Southern Africa,Lesotho,2033,future,2381584,2464663,2298463
Africa,Southern Africa,Namibia,2033,future,3155159,3264303,3046018
Africa,Southern Africa,South Africa,2033,future,67709278,70081462,65336209
Africa,Southern Africa,Eswatini,2033,future,1358082,1408390,1307782
Africa,Western Africa,Benin,2033,future,16850769,17351208,16350304
Africa,Western Africa,Burkina Faso,2033,future,29592937,30466585,28719211
Africa,Western Africa,Cabo Verde,2033,future,624133,645610,602664
Africa,Western Africa,Côte d'Ivoire,2033,future,36126588,37230510,35022416
Africa,Western Africa,Gambia,2033,future,3415054,3514798,3315312
Africa,Western Africa,Ghana,2033,future,39924653,41173031,38676105
Africa,Western Africa,Guinea,2033,future,18286677,18856409,17716775
Africa,Western Africa,Guinea-Bissau,2033,future,2617671,2699436,2535880
Africa,Western Africa,Liberia,2033,future,6796691,7012002,6581286
Africa,Western Africa,Mali,2033,future,29239462,30063283,28415428
Africa,Western Africa,Mauritania,2033,future,6390767,6575225,6206279
Africa,Western Africa,Niger,2033,future,38677736,39682716,37672572
Africa,Western Africa,Nigeria,2033,future,281912051,289755790,274067492
Africa,Western Africa,Saint Helena,2033,future,6166,6344,5986
Africa,Western Africa,Senegal,2033,future,23134328,23831689,22436938
Africa,Western Africa,Sierra Leone,2033,future,10158154,10489105,9827134
Africa,Western Africa,Togo,2033,future,11126450,11475967,10776870
Asia,Eastern Asia,China,2033,future,1463480846,1503039719,1423927323
Asia,Eastern Asia,China; Hong Kong SAR,2033,future,8094378,8338267,7850512
Asia,Eastern Asia,China; Macao SAR,2033,future,751399,772702,730093
Asia,Eastern Asia,China; Taiwan Province of China,2033,future,23972199,24683881,23260507
Asia,Eastern Asia,Dem. People's Republic of Korea,2033,future,26789465,27650356,25928629
Asia,Eastern Asia,Japan,2033,future,118636758,121503482,115770067
Asia,Eastern Asia,Mongolia,2033,future,3829747,3949096,3710377
Asia,Eastern Asia,Republic of Korea,2033,future,50916671,52376399,49456948
Asia,Central Asia,Kazakhstan,2033,future,21140980,21763226,20518775
Asia,Central Asia,Kyrgyzstan,2033,future,7701549,7948855,7454233
Asia,Central Asia,Tajikistan,2033,future,12193307,12589976,11796654
Asia,Central Asia,Turkmenistan,2033,future,6973840,7197890,6749817
Asia,Central Asia,Uzbekistan,2033,future,38417490,39693505,37141569
Asia,Southern Asia,Afghanistan,2033,future,50803985,52477911,49130161
Asia,Southern Asia,Bangladesh,2033,future,182377419,189059976,175691447
Asia,Southern Asia,Bhutan,2033,future,858375,888432,828312
Asia,Southern Asia,India,2033,future,1534913994,1587375656,1482461966
Asia,Southern Asia,Iran (Islamic Republic of),2033,future,94637757,97583180,91691413
Asia,Southern Asia,Maldives,2033,future,529525,545138,513923
Asia,Southern Asia,Nepal,2033,future,33993055,35384073,32601630
Asia,Southern Asia,Pakistan,2033,future,274988813,283881116,266096803
Asia,Southern Asia,Sri Lanka,2033,future,22122230,22813731,21430745
Asia,South-Eastern Asia,Brunei Darussalam,2033,future,477936,493441,462428
Asia,South-Eastern Asia,Cambodia,2033,future,19330791,20023485,18637985
Asia,South-Eastern Asia,Indonesia,2033,future,305733068,315757631,295706941
Asia,South-Eastern Asia,Lao People's Democratic Republic,2033,future,8472242,8778505,8165898
Asia,South-Eastern Asia,Malaysia,2033,future,37012453,38300417,35724361
Asia,South-Eastern Asia,Myanmar,2033,future,59481897,61577775,57385913
Asia,South-Eastern Asia,Philippines,2033,future,127583581,131976103,123189628
Asia,South-Eastern Asia,Singapore,2033,future,6344626,6520988,6168270
Asia,South-Eastern Asia,Thailand,2033,future,70131526,72191551,68070607
Asia,South-Eastern Asia,Timor-Leste,2033,future,1648010,1702942,1593066
Asia,South-Eastern Asia,Viet Nam,2033,future,105539068,108821681,102256504
Asia,Western Asia,Armenia,2033,future,2952454,3039543,2865361
Asia,Western Asia,Azerbaijan,2033,future,10857547,11178627,10536344
Asia,Western Asia,Bahrain,2033,future,2081024,2139502,2022544
Asia,Western Asia,Cyprus,2033,future,1291032,1331189,1250875
Asia,Western Asia,Georgia,2033,future,3804634,3910875,3698387
Asia,Western Asia,Iraq,2033,future,53267085,55025160,51508664
Asia,Western Asia,Israel,2033,future,10380262,10672371,10088184
Asia,Western Asia,Jordan,2033,future,10973680,11369272,10578054
